TransactionID,AccountID,Timestamp,TransactionType,TransactionAmount,AccountBalance
111,5119,2021-04-01 06:15:22,withdrawal,1449.47,54952.76
33161,3143,2021-04-01 06:44:05,payment,1889.86,8936.63
21049,9120,2021-04-01 11:16:02,withdrawal,4783.42,71700.44
13283,9853,2021-04-01 14:39:59,transfer,3106.01,56086.01
20971,5891,2021-04-01 15:08:04,deposit,4835.61,91044.84
16264,7181,2021-04-01 16:18:52,transfer,2996.9,92457.39
7895,4629,2021-04-01 19:03:27,deposit,2453.58,12769.07
30466,1009,2021-04-01 20:16:46,transfer,3755.31,14253.81
19914,6131,2021-04-01 23:22:47,withdrawal,1814.78,32127.06
23623,8753,2021-04-01 23:26:42,deposit,1827.91,28470.78
10259,6771,2021-04-02 02:23:36,deposit,4367.05,76640.4
25025,9216,2021-04-02 03:34:57,withdrawal,1454.21,59400.86
9106,5055,2021-04-02 03:52:33,withdrawal,1457.18,45080.96
264,7615,2021-04-02 04:48:03,deposit,2592.13,92935.02
9576,1221,2021-04-02 06:27:31,transfer,1686.85,83483.14
24449,7127,2021-04-02 08:43:00,payment,502.38,39131.62
614,8102,2021-04-02 10:38:44,transfer,409.71,70219.22
18713,4060,2021-04-02 14:25:05,payment,4836.96,17058.58
28390,3973,2021-04-02 17:40:51,deposit,1138.57,40424.37
22758,1696,2021-04-02 19:02:00,withdrawal,4914.03,58585.87
7714,7344,2021-04-02 20:36:01,transfer,2236.92,43553.25
35975,5860,2021-04-02 22:11:13,withdrawal,934.86,73692.29
15205,9287,2021-04-02 23:29:26,transfer,2441.61,37158.74
25570,4981,2021-04-03 02:11:09,deposit,3676.74,57086.25
8720,9056,2021-04-03 03:12:09,payment,2479.09,10918.35
16574,1372,2021-04-03 04:29:15,payment,3722.7,52133.16
22739,9645,2021-04-03 06:11:28,deposit,5.96,50042.58
28108,8438,2021-04-03 08:52:49,deposit,2030.9,33974.93
10485,1870,2021-04-03 10:37:12,deposit,248.19,68305.61
1579,4268,2021-04-03 10:54:51,deposit,3035.86,20270.71
14320,5493,2021-04-03 14:08:55,withdrawal,400.08,42024.06
29477,7208,2021-04-03 15:38:05,withdrawal,4192.95,24173.94
123,5315,2021-04-03 16:57:21,deposit,1590.7,60281.41
21657,6765,2021-04-03 17:52:52,payment,2447.74,33891.9
29273,9826,2021-04-03 19:59:01,withdrawal,58.85,34197.75
21819,4766,2021-04-03 21:19:07,transfer,4993.27,41631.18
36672,7202,2021-04-03 21:35:43,payment,2905.89,7224.81
19405,7611,2021-04-03 23:05:08,transfer,3888.1,32126.76
7876,9816,2021-04-03 23:12:16,withdrawal,2718.43,892.28
17035,7931,2021-04-03 23:22:21,transfer,2418.05,92114.4
15835,4358,2021-04-04 00:38:59,deposit,4012.94,30027.22
23027,6971,2021-04-04 03:54:17,transfer,3568.83,3608.59
913,7717,2021-04-04 07:35:59,withdrawal,3121.12,91601.15
6936,5233,2021-04-04 07:51:26,transfer,2376.38,81636.72
21100,7892,2021-04-04 10:55:20,withdrawal,3189.73,5419.84
7101,4385,2021-04-04 11:38:37,withdrawal,46.82,65827.26
36882,9920,2021-04-04 13:51:38,payment,1165.35,26733.34
22993,9849,2021-04-04 15:10:49,withdrawal,19.08,10520.26
33922,6964,2021-04-04 18:44:18,deposit,350.08,49183.2
650,2402,2021-04-04 21:27:58,withdrawal,2492.71,9508.79
28683,2311,2021-04-04 22:34:36,deposit,2078.51,75811.4
6404,9182,2021-04-05 00:01:50,transfer,4366.93,55568.27
17317,3110,2021-04-05 00:39:22,deposit,2493.62,5474.9
15627,1065,2021-04-05 06:07:43,withdrawal,3044.04,99964.95
4508,4580,2021-04-05 07:15:44,deposit,120.71,184.43
29340,2986,2021-04-05 09:36:37,deposit,3691.52,85439.73
13406,6656,2021-04-05 10:00:25,deposit,1725.02,55404.71
15273,1647,2021-04-05 10:03:33,transfer,1811.38,59041.42
23828,7976,2021-04-05 11:04:52,payment,3346.78,64868.03
30951,7111,2021-04-05 11:25:41,withdrawal,2502.65,61992.24
119,8123,2021-04-05 13:00:11,payment,4462.9,8638.67
33573,1874,2021-04-05 14:28:47,transfer,4346.51,61131.14
22169,1243,2021-04-05 14:39:19,withdrawal,775.49,92298.82
15754,4675,2021-04-05 19:04:38,transfer,1921.42,80800.73
5711,2022,2021-04-05 21:14:18,withdrawal,844.58,5642.06
28004,6868,2021-04-05 23:48:47,deposit,3496.3,10669.51
28956,7648,2021-04-06 01:40:04,deposit,269.95,89278.91
22291,8163,2021-04-06 02:49:05,payment,574.2,31341.83
35453,1255,2021-04-06 03:42:56,transfer,2937.58,32619.7
4536,3996,2021-04-06 11:02:29,payment,2940.37,20511.07
22019,4959,2021-04-06 12:27:57,payment,4800.33,76125.63
29810,1593,2021-04-06 15:02:53,deposit,913.1,91543.56
9862,3336,2021-04-06 15:15:51,transfer,2608.48,59780.29
15837,7756,2021-04-06 18:10:27,payment,4508.03,89394.54
256,3579,2021-04-07 01:54:50,payment,2784.45,94490.23
15041,5889,2021-04-07 03:20:31,deposit,2673.76,32896.17
9812,1138,2021-04-07 08:05:04,payment,4141.54,86942.16
28946,5449,2021-04-07 10:51:08,payment,2858.03,56310.79
18304,2425,2021-04-07 11:08:54,deposit,4351.77,63121.78
25334,8364,2021-04-07 12:05:53,transfer,4696.12,32629.94
12823,3668,2021-04-07 12:44:21,withdrawal,724.13,4840.48
6740,2117,2021-04-07 13:00:02,payment,4692.3,63995.46
4663,3048,2021-04-07 15:40:12,withdrawal,2305.03,2950.49
5719,1510,2021-04-07 19:55:01,withdrawal,465.99,66180.67
27061,4845,2021-04-07 20:16:03,withdrawal,2317.52,63609.12
28604,7688,2021-04-07 20:37:27,transfer,1725.8,75630.22
11688,9509,2021-04-07 21:55:31,transfer,3646.6,45964.69
35712,6905,2021-04-08 00:43:15,payment,627.47,47925.76
11247,6929,2021-04-08 08:08:02,deposit,2372.39,19154.45
23965,5792,2021-04-08 08:26:36,transfer,4376.65,95201.5
3046,2785,2021-04-08 09:54:25,payment,3523.07,45794.53
24720,2563,2021-04-08 11:32:32,transfer,49.99,82241.25
20346,8077,2021-04-08 13:31:36,withdrawal,2843.29,6483.12
14294,5134,2021-04-08 14:53:45,deposit,326.62,82431.26
36097,9289,2021-04-08 21:53:39,withdrawal,1501.71,93778.66
16711,3956,2021-04-09 04:29:30,deposit,3707.23,88335.91
26880,5573,2021-04-09 05:08:17,withdrawal,3157.25,42531.04
22740,1848,2021-04-09 05:28:01,payment,4346.13,96380.37
33700,5011,2021-04-09 07:55:58,withdrawal,464.68,92430.94
33794,4351,2021-04-09 08:06:47,payment,2610.98,25624.99
30746,8502,2021-04-09 13:28:58,payment,4725.23,64864.53
18148,3867,2021-04-09 13:30:54,deposit,1635.47,98078.7
32412,9714,2021-04-09 14:07:04,withdrawal,2721.1,36545.44
14517,9033,2021-04-09 15:43:29,deposit,2475.06,49315.44
19789,9953,2021-04-09 21:13:54,deposit,4466.82,27152.11
26157,2186,2021-04-10 02:30:03,transfer,3811.57,43930.43
754,4792,2021-04-10 06:50:51,withdrawal,1675.19,10507.94
30478,7208,2021-04-10 10:04:01,payment,2508.47,50782.28
22290,6253,2021-04-10 10:25:58,deposit,1936.76,24954.5
19827,5081,2021-04-10 13:54:46,withdrawal,1306.91,50115.79
26451,5219,2021-04-10 15:28:53,withdrawal,2170.2,26263.82
7530,7706,2021-04-10 17:59:40,deposit,1297.99,27735.61
34044,9654,2021-04-10 19:13:28,payment,2428.22,11189.64
19703,9791,2021-04-10 19:34:53,deposit,1684.25,41612.77
35494,1477,2021-04-10 21:54:20,deposit,2419.05,95178.99
35797,7380,2021-04-10 22:05:40,withdrawal,4115.14,74934.67
19988,9756,2021-04-10 23:37:45,withdrawal,3949.04,75176.36
11362,2738,2021-04-11 06:09:30,withdrawal,2144.84,11815.18
9230,8915,2021-04-11 06:41:54,deposit,3684.35,22436.05
1159,8433,2021-04-11 08:01:56,transfer,4359.35,20292.54
3553,6873,2021-04-11 08:58:49,transfer,2903.91,3768.39
24603,1893,2021-04-11 09:00:21,payment,2590.09,37486.02
11108,8656,2021-04-11 09:05:46,withdrawal,2662.12,14585.3
31586,2478,2021-04-11 11:44:42,payment,50.04,30051.2
9177,6123,2021-04-11 14:31:26,withdrawal,1160.07,19393.1
19231,3768,2021-04-11 18:22:37,payment,1809.53,40568.19
32558,8291,2021-04-11 19:43:38,withdrawal,2114.23,66633.76
36252,8094,2021-04-11 22:33:35,transfer,4133.27,16999.31
28776,8674,2021-04-12 02:48:35,payment,4188.53,37462.18
35729,3229,2021-04-12 06:15:41,deposit,155.13,77122.85
30372,3618,2021-04-12 06:53:45,deposit,2102.76,55867.64
15772,3370,2021-04-12 07:15:27,payment,484.35,60269.91
34681,9043,2021-04-12 08:39:37,transfer,81.15,71233.34
16970,8369,2021-04-12 09:05:48,withdrawal,2367.72,97442.01
28680,6318,2021-04-12 12:12:30,payment,871.99,72822.23
26930,7979,2021-04-12 16:10:24,payment,3532.23,62183.82
18994,5367,2021-04-12 17:47:49,transfer,2635.69,82803.68
13872,6672,2021-04-12 19:45:58,deposit,1546.97,63499.08
5428,2790,2021-04-12 21:24:49,transfer,1208.76,43682.55
34584,2836,2021-04-12 22:09:54,deposit,3849.25,47757.74
4337,3135,2021-04-12 23:37:00,deposit,2997.71,32339.31
8726,7829,2021-04-13 02:25:39,withdrawal,3622.39,67948.77
32352,9019,2021-04-13 06:56:51,deposit,3833.34,31496.33
88,5339,2021-04-13 07:55:28,payment,3188.15,24839.09
16127,4075,2021-04-13 07:59:52,withdrawal,4443.75,85063.32
28598,4781,2021-04-13 08:44:06,transfer,3498.33,54626.38
33350,1003,2021-04-13 11:57:09,payment,2939.17,81678.22
5650,2162,2021-04-13 20:27:08,transfer,2904.2,28945.67
400,4114,2021-04-13 21:27:42,transfer,3772.96,69712.05
17361,5553,2021-04-13 21:53:13,withdrawal,2827.8,79271.4
4268,4465,2021-04-14 06:21:34,transfer,308.17,18183.85
7520,7799,2021-04-14 13:20:53,withdrawal,282.85,45874.11
8178,8918,2021-04-14 14:49:00,deposit,3652.84,28500.27
1822,5681,2021-04-14 18:29:32,deposit,607.81,67898.28
21182,1640,2021-04-14 19:00:51,transfer,4199.68,90780.98
22954,5047,2021-04-14 19:20:11,deposit,1739.7,730.2
17000,1702,2021-04-14 21:54:33,transfer,684.64,68696.21
11342,3346,2021-04-14 23:17:01,deposit,850.26,98839.62
20368,5964,2021-04-15 02:26:53,payment,2559.46,15397.66
20275,5345,2021-04-15 11:43:15,withdrawal,3934.61,48028.69
19311,7177,2021-04-15 12:00:21,transfer,4124.84,4443.04
17149,8586,2021-04-15 13:37:04,payment,1856.96,63512.28
11364,5565,2021-04-15 14:28:15,deposit,1859.64,3618.93
11298,4955,2021-04-15 14:30:27,withdrawal,660.05,27961.2
11917,8202,2021-04-15 14:53:50,withdrawal,4370.41,3830.52
25283,7491,2021-04-15 19:08:25,payment,2359.43,32740.7
22609,3222,2021-04-15 20:15:49,deposit,2942.04,97370.9
19832,2633,2021-04-15 21:41:07,withdrawal,1356.29,12234.32
3995,9037,2021-04-16 03:46:44,deposit,2463.18,17531.26
18872,1830,2021-04-16 04:05:02,transfer,1734.69,41796.99
28152,9871,2021-04-16 04:18:52,payment,2250.42,76453.85
27950,7920,2021-04-16 05:23:56,withdrawal,139.94,11288.38
11875,6098,2021-04-16 06:18:59,transfer,4128.22,69769.87
37220,4369,2021-04-16 06:54:18,transfer,2681.3,68990.43
34986,2009,2021-04-16 11:23:57,withdrawal,1462.64,91.03
23273,7687,2021-04-16 19:06:39,deposit,2817.38,75558.85
22054,7473,2021-04-16 19:15:39,payment,4579.87,58102.12
21536,2611,2021-04-16 21:22:58,withdrawal,4334.05,35985.52
29162,1188,2021-04-16 23:04:06,payment,4505.28,34316.26
24174,1613,2021-04-16 23:24:27,deposit,2343.98,25027.06
9719,2736,2021-04-16 23:34:59,transfer,849.36,90833.83
27047,1183,2021-04-17 02:00:55,deposit,185.13,5171.16
28315,3917,2021-04-17 03:01:14,payment,3749.09,9692.11
12092,8617,2021-04-17 06:19:04,deposit,1223.29,47688.21
3275,1328,2021-04-17 06:35:20,payment,4180.75,1983.5
26997,2600,2021-04-17 07:48:17,withdrawal,2399.62,68273.91
4561,2650,2021-04-17 08:43:07,transfer,3601.07,97528.98
27399,8012,2021-04-17 11:19:43,transfer,1647.62,94828.57
10092,1068,2021-04-17 14:40:12,deposit,807.92,98617.82
25041,8717,2021-04-17 15:00:15,transfer,4798.72,6618.02
35854,2109,2021-04-17 18:02:00,payment,4871.64,2837.39
14403,6681,2021-04-17 23:36:43,transfer,316.31,40008.78
29577,6126,2021-04-18 03:29:43,deposit,4783.35,34412.43
23503,3353,2021-04-18 05:40:29,deposit,3661.74,17231.09
21101,6785,2021-04-18 05:42:46,deposit,3434.11,14289.14
12305,9229,2021-04-18 05:45:42,withdrawal,4552.15,10394.38
35493,4672,2021-04-18 05:56:01,payment,366.36,88907.76
1373,6626,2021-04-18 07:19:34,payment,4272.07,15399.05
34025,1794,2021-04-18 08:08:47,withdrawal,3712.4,30828.1
18654,2157,2021-04-18 10:05:29,payment,3884.63,51767.04
29257,5542,2021-04-18 13:45:36,deposit,139.68,5369.66
25241,6879,2021-04-18 15:08:01,transfer,3534.99,34201.36
20940,1927,2021-04-18 16:10:41,deposit,3205.18,43695.49
9816,9195,2021-04-18 19:27:55,deposit,3484.28,49211.63
29965,5308,2021-04-18 19:29:12,transfer,3147.27,88695.67
15394,4222,2021-04-18 19:59:45,withdrawal,4043.12,63177.44
12243,8792,2021-04-18 20:36:24,deposit,4278.16,16797.15
8087,4492,2021-04-18 21:01:16,transfer,4753.08,70503.87
31387,1371,2021-04-18 22:04:43,transfer,4944.45,87966.45
16336,4161,2021-04-19 05:02:33,withdrawal,4851.5,41556.73
3687,7895,2021-04-19 06:22:41,deposit,4645.79,16284.97
21513,5080,2021-04-19 07:27:20,withdrawal,855.35,80910.96
21068,6019,2021-04-19 10:31:22,deposit,1759.74,10265.88
5975,9444,2021-04-19 12:03:02,withdrawal,1446.46,2961.4
8728,8060,2021-04-19 13:13:58,transfer,1074.51,20145.0
23480,1113,2021-04-19 13:43:12,withdrawal,3925.68,76031.19
23253,6953,2021-04-19 14:44:24,withdrawal,4513.45,298.79
23261,2309,2021-04-19 17:14:37,payment,4889.08,9266.0
12165,5073,2021-04-19 19:55:33,deposit,1719.77,8266.78
36362,9949,2021-04-19 20:44:06,withdrawal,2048.13,54045.78
30313,7494,2021-04-19 21:02:14,transfer,348.97,54294.91
32863,4121,2021-04-20 01:21:44,transfer,2527.49,969.01
10018,3721,2021-04-20 03:57:52,withdrawal,1201.39,93449.38
34498,5222,2021-04-20 04:29:32,transfer,3945.19,5530.16
14795,8007,2021-04-20 06:55:02,payment,1054.23,30962.16
29356,9789,2021-04-20 09:25:06,transfer,4718.36,28833.53
8329,2146,2021-04-20 10:23:17,deposit,4321.29,48831.09
20351,1319,2021-04-20 13:43:02,deposit,1415.36,33320.13
31486,4579,2021-04-20 21:30:27,payment,711.9,76306.66
36755,6926,2021-04-20 22:19:39,payment,1277.23,94151.06
1900,6139,2021-04-21 02:22:46,transfer,3919.18,1306.92
24749,4133,2021-04-21 02:31:12,transfer,3209.8,72525.78
8961,1149,2021-04-21 04:51:23,transfer,1323.72,44873.88
31961,9906,2021-04-21 05:30:35,transfer,4325.99,18132.36
4051,9736,2021-04-21 12:36:13,transfer,4672.23,65392.58
12103,8449,2021-04-21 13:17:25,payment,4897.27,60357.4
2150,5516,2021-04-21 16:03:19,deposit,4141.42,38315.58
32114,9143,2021-04-21 16:55:22,transfer,878.07,35781.47
6775,3897,2021-04-21 18:32:29,payment,2149.73,32632.42
17253,7517,2021-04-21 19:57:05,payment,2133.7,51560.57
17668,8817,2021-04-21 22:00:50,payment,2646.29,557.73
3216,3580,2021-04-22 01:21:20,deposit,588.64,15116.81
5985,8898,2021-04-22 03:00:56,transfer,716.17,5885.65
9967,7636,2021-04-22 03:18:00,deposit,3577.81,23935.39
3575,8598,2021-04-22 04:20:14,transfer,4447.71,90618.27
34874,2748,2021-04-22 05:24:38,deposit,4370.87,17813.66
24007,3805,2021-04-22 10:06:31,withdrawal,3068.69,31970.26
35166,2757,2021-04-22 12:12:02,deposit,4273.0,20861.58
34690,4227,2021-04-22 13:55:58,withdrawal,177.55,53046.14
7099,3133,2021-04-22 20:09:23,withdrawal,1183.93,56711.56
20426,3247,2021-04-22 21:51:43,payment,2680.59,74763.86
34625,7124,2021-04-22 22:09:32,payment,2469.01,44807.75
31069,4989,2021-04-22 22:12:30,transfer,1911.2,53276.95
14888,4366,2021-04-22 23:08:01,payment,377.65,75301.23
3011,4902,2021-04-23 01:38:43,payment,2744.74,3251.99
9539,3973,2021-04-23 02:35:38,withdrawal,169.91,8123.49
18082,1193,2021-04-23 03:07:54,withdrawal,2339.41,6369.05
15605,4793,2021-04-23 03:27:05,withdrawal,1323.69,46373.67
413,3041,2021-04-23 05:43:09,withdrawal,4753.09,54036.74
15312,8557,2021-04-23 10:24:45,deposit,3493.94,88657.13
1977,8822,2021-04-23 11:08:12,transfer,1297.22,93999.83
2558,6620,2021-04-23 12:10:01,deposit,1498.53,35758.09
640,8988,2021-04-23 12:20:29,transfer,1887.04,4908.53
8164,8711,2021-04-23 13:04:13,transfer,2405.23,43582.71
5311,7921,2021-04-23 16:12:11,deposit,1679.75,2067.29
18625,2941,2021-04-23 17:36:31,deposit,4797.81,87144.27
3781,1753,2021-04-23 23:33:29,payment,1998.19,8070.08
7120,3182,2021-04-24 02:06:30,transfer,2859.92,65086.16
20557,1819,2021-04-24 03:52:24,deposit,2020.01,13260.4
3231,1530,2021-04-24 07:37:55,deposit,2596.6,92891.83
36569,2144,2021-04-24 07:46:32,payment,4603.79,81815.74
29793,2160,2021-04-24 11:31:05,deposit,3770.16,41374.69
14733,5444,2021-04-24 12:01:31,withdrawal,803.63,6484.34
7904,9090,2021-04-24 13:10:49,transfer,4015.86,62687.73
14396,9922,2021-04-24 16:56:37,transfer,2633.92,20900.53
33612,4005,2021-04-24 17:30:25,withdrawal,2228.52,28006.04
19183,9505,2021-04-25 01:34:23,deposit,4516.7,75242.35
18809,6127,2021-04-25 03:20:03,payment,281.6,18739.05
1823,9793,2021-04-25 08:35:44,transfer,3075.45,61089.12
8922,4450,2021-04-25 10:36:29,withdrawal,191.98,16604.72
3133,7275,2021-04-25 11:53:09,transfer,4663.62,25467.16
13649,7245,2021-04-25 14:17:14,withdrawal,2599.19,22478.16
791,4750,2021-04-25 14:57:28,withdrawal,767.6,47973.43
10141,6867,2021-04-25 16:56:24,transfer,160.25,66369.7
22122,7632,2021-04-25 17:12:31,transfer,76.85,53775.58
32553,2483,2021-04-25 18:36:52,withdrawal,1775.87,11699.83
8795,3275,2021-04-25 21:25:53,payment,2186.97,3812.82
33854,7671,2021-04-26 00:10:53,withdrawal,4489.45,42128.84
2378,6435,2021-04-26 03:20:38,withdrawal,3945.14,40570.95
20990,2625,2021-04-26 04:19:31,deposit,2464.78,57416.69
32151,7715,2021-04-26 05:00:25,transfer,971.46,19634.88
9677,9144,2021-04-26 05:13:28,deposit,4740.32,15394.94
14360,4530,2021-04-26 05:31:59,withdrawal,4216.15,78375.16
2940,9185,2021-04-26 06:33:15,withdrawal,213.07,94265.59
23118,5390,2021-04-26 14:37:15,withdrawal,3243.77,74365.52
33848,6330,2021-04-26 19:11:06,deposit,532.68,70623.78
30429,8074,2021-04-26 19:37:51,payment,3504.26,22423.22
10393,5853,2021-04-26 20:01:16,transfer,3232.36,78043.35
1483,8391,2021-04-26 20:16:41,withdrawal,2722.9,48936.93
18678,4175,2021-04-26 21:35:02,deposit,4735.21,15306.79
34758,8546,2021-04-26 23:22:40,withdrawal,4370.62,77602.35
37152,5961,2021-04-27 00:05:08,payment,1880.24,31775.22
5064,9269,2021-04-27 01:30:02,transfer,1640.09,96682.41
24647,5436,2021-04-27 04:35:47,withdrawal,3583.64,94003.35
32865,5712,2021-04-27 08:22:10,payment,2102.86,11502.13
34628,4541,2021-04-27 09:50:04,payment,2752.26,86166.6
14458,6752,2021-04-27 12:32:46,withdrawal,572.5,7813.46
23147,5670,2021-04-27 12:38:50,transfer,1109.66,77906.03
2132,9802,2021-04-27 16:30:18,deposit,64.02,11861.83
16391,1874,2021-04-27 17:19:11,payment,1257.62,15061.26
20818,1702,2021-04-27 19:30:12,deposit,1509.49,56571.75
30601,4570,2021-04-27 19:46:20,payment,2413.5,83738.09
27057,2004,2021-04-28 01:28:10,withdrawal,929.47,65007.65
18871,4405,2021-04-28 02:04:18,transfer,116.29,79792.22
219,2235,2021-04-28 02:09:33,transfer,3248.51,87535.72
29905,3950,2021-04-28 02:43:39,deposit,4136.34,92136.86
15840,2681,2021-04-28 08:06:57,payment,4459.45,45578.89
31639,4339,2021-04-28 09:51:46,payment,3531.13,38386.78
8435,8713,2021-04-28 10:16:15,payment,4807.54,66865.07
4427,1175,2021-04-28 11:04:54,payment,1185.38,27372.27
36582,8568,2021-04-28 11:05:29,payment,2463.89,95443.04
36735,2148,2021-04-28 11:57:06,withdrawal,4022.86,93485.86
19624,8560,2021-04-28 12:20:19,deposit,4047.41,9663.93
18192,8878,2021-04-28 14:30:49,transfer,3353.36,21932.23
12089,7524,2021-04-28 19:58:31,deposit,3061.14,81063.44
31165,8710,2021-04-28 22:15:20,payment,4160.14,19915.35
19342,7313,2021-04-28 22:27:06,deposit,3222.98,72559.13
26765,3717,2021-04-29 01:03:20,withdrawal,1719.36,36418.66
18336,2582,2021-04-29 03:04:42,transfer,4799.96,47667.55
34355,6836,2021-04-29 06:32:26,deposit,2934.21,7718.69
30445,6262,2021-04-29 07:27:12,withdrawal,1072.51,55044.52
28354,1119,2021-04-29 08:52:16,payment,1018.47,15472.54
16387,4472,2021-04-29 11:20:05,withdrawal,204.83,14355.43
5968,1619,2021-04-29 12:21:15,deposit,438.0,31997.25
30555,2787,2021-04-29 15:54:47,withdrawal,36.35,88469.76
12556,5435,2021-04-29 17:35:38,payment,2655.48,45232.09
27319,7166,2021-04-29 18:38:07,deposit,1561.05,63018.72
33206,7597,2021-04-29 21:02:05,payment,835.39,51742.37
16860,3914,2021-04-29 22:52:34,payment,1423.86,19950.48
21433,3673,2021-04-30 00:33:22,deposit,2417.27,937.82
33154,9576,2021-04-30 03:09:42,withdrawal,2768.68,81866.38
30475,2905,2021-04-30 09:22:00,transfer,2366.65,64519.59
21448,3500,2021-04-30 09:38:05,transfer,453.34,64636.33
2575,2791,2021-04-30 10:13:06,withdrawal,1130.92,56090.19
16088,6999,2021-04-30 10:21:45,payment,4355.2,94866.27
12663,1753,2021-04-30 14:52:33,deposit,3344.83,99468.79
33250,4794,2021-04-30 20:49:36,payment,1628.22,8257.31
24665,2691,2021-04-30 22:09:04,deposit,2221.22,55402.35
25,3615,2021-04-30 22:49:31,withdrawal,2280.89,19708.56
5712,7049,2021-04-30 22:51:02,payment,4841.67,97563.16
33466,7344,2021-04-30 23:04:04,deposit,833.28,39898.12
17156,1320,2021-05-01 00:26:19,withdrawal,1670.74,49871.84
6126,8605,2021-05-01 02:38:28,deposit,3933.83,80310.19
20540,5673,2021-05-01 07:08:04,withdrawal,3747.73,54584.05
30917,7112,2021-05-01 08:23:15,withdrawal,3529.53,86779.35
24203,8860,2021-05-01 10:55:58,withdrawal,4908.26,41657.67
7774,1965,2021-05-01 12:25:18,withdrawal,1622.87,62517.5
35496,5002,2021-05-01 15:42:33,withdrawal,4660.77,11700.11
10802,5536,2021-05-01 16:47:57,transfer,4186.36,81369.26
20944,4524,2021-05-01 18:28:56,withdrawal,3329.62,11493.66
27253,4520,2021-05-01 19:22:32,payment,402.79,97099.68
37190,2635,2021-05-01 20:38:04,transfer,3243.14,44223.07
1077,8285,2021-05-01 22:36:18,deposit,1922.25,92841.08
24532,3321,2021-05-02 01:33:40,withdrawal,4275.08,44044.77
33003,2519,2021-05-02 02:10:44,withdrawal,4658.52,36171.27
4571,6621,2021-05-02 03:48:04,transfer,2500.79,77499.25
31847,7558,2021-05-02 05:23:51,deposit,1398.0,54005.39
21273,7051,2021-05-02 05:53:38,deposit,3169.31,76937.94
30880,7187,2021-05-02 06:56:15,withdrawal,3832.16,94383.33
16654,3790,2021-05-02 08:33:53,deposit,4705.16,73303.25
23403,1171,2021-05-02 09:20:36,payment,2659.01,78375.95
9411,7088,2021-05-02 10:47:48,deposit,787.74,89303.53
34949,3492,2021-05-02 13:45:02,transfer,3668.57,92502.31
11053,3011,2021-05-02 13:48:06,deposit,3273.45,59963.33
23872,2794,2021-05-02 14:08:26,withdrawal,4259.47,27575.76
10920,7396,2021-05-02 15:17:18,transfer,1375.27,13688.0
3608,3762,2021-05-02 16:09:35,transfer,1429.25,97113.8
16829,5396,2021-05-02 16:42:33,withdrawal,534.47,73460.78
18344,5362,2021-05-02 19:32:46,transfer,3838.26,75768.89
13724,2780,2021-05-02 20:26:20,deposit,1100.4,75103.9
13197,6468,2021-05-02 22:28:19,withdrawal,4979.96,81553.65
23747,7337,2021-05-03 00:00:57,withdrawal,316.83,97372.11
15307,4852,2021-05-03 01:25:18,deposit,3018.41,77959.16
29296,6840,2021-05-03 06:55:27,withdrawal,3300.63,38649.17
1062,7367,2021-05-03 11:46:48,withdrawal,4920.43,51688.07
34963,2214,2021-05-03 13:01:07,payment,3353.92,27228.91
17051,4578,2021-05-03 17:48:15,payment,2864.19,52254.42
29616,7099,2021-05-04 01:58:52,deposit,1652.52,22232.95
8286,6810,2021-05-04 02:32:17,withdrawal,4236.64,53516.83
34939,6266,2021-05-04 06:37:54,payment,1450.02,48495.6
4741,9981,2021-05-04 08:32:50,transfer,3593.87,23861.38
35244,2518,2021-05-04 08:53:42,withdrawal,3290.99,65245.44
9067,2622,2021-05-04 12:46:46,transfer,1267.74,57452.93
11127,6028,2021-05-04 13:34:48,withdrawal,4177.84,82598.95
19826,8953,2021-05-04 14:54:58,transfer,3362.5,92519.22
21379,2419,2021-05-04 17:21:43,deposit,3231.67,92040.46
22850,1963,2021-05-04 17:32:54,transfer,2791.74,87056.49
37102,1811,2021-05-04 18:31:05,transfer,86.31,86068.93
29456,4636,2021-05-04 20:17:48,payment,3008.92,45767.2
7354,7637,2021-05-04 20:37:34,deposit,2722.76,13032.4
14893,3758,2021-05-04 21:19:16,payment,465.2,34768.99
19337,6307,2021-05-04 23:36:40,withdrawal,2549.88,6589.34
25780,1070,2021-05-05 03:55:30,transfer,1862.65,62461.49
9752,7494,2021-05-05 06:48:31,deposit,533.3,38169.87
20289,3286,2021-05-05 08:06:40,withdrawal,2103.13,43334.65
23640,9328,2021-05-05 08:24:06,transfer,959.13,255.79
31208,6900,2021-05-05 09:24:56,transfer,2080.77,9301.88
13282,6245,2021-05-05 12:43:31,deposit,324.26,5447.66
24247,7296,2021-05-05 15:47:58,deposit,2640.61,73665.99
34958,7406,2021-05-05 16:22:49,transfer,1465.22,38284.89
5879,6797,2021-05-05 16:41:36,deposit,2240.98,55898.96
17352,8894,2021-05-05 19:16:53,withdrawal,3603.66,22427.57
22453,5545,2021-05-05 19:21:13,withdrawal,1922.2,52602.34
8663,2167,2021-05-06 05:13:31,deposit,179.03,350.83
21553,6094,2021-05-06 06:23:15,withdrawal,2844.74,94019.03
28376,4211,2021-05-06 07:04:23,transfer,1544.57,55637.09
19710,7403,2021-05-06 07:24:37,payment,2766.26,27035.92
6365,8933,2021-05-06 11:05:41,transfer,2277.87,95724.59
15812,2574,2021-05-06 11:17:01,withdrawal,268.03,14773.17
28833,2480,2021-05-06 13:26:23,payment,829.75,8746.63
25980,7408,2021-05-06 17:01:33,payment,3979.53,87018.5
